Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date
20020917X02402,Accident,MIA82FA044A,1982-02-07,"W. OF HOMESTEAD, FL",United States,,,,,Fatal(8),Destroyed,Airplane,N2280G,Cessna,182B,No,1,Reciprocating,Part 91: General Aviation,,Personal,,8,0,0,0,VMC,Cruise,Probable Cause,07-02-1983
20020917X02284,Accident,LAX82FJA04,1982-02-07,"KALAUPAPA, HI",United States,,,,KALAUPAPA,Non-Fatal,Destroyed,Airplane,N16524,Piper,PA-28-140,Yes,1,Reciprocating,Part 91: General Aviation,,Personal,,0,4,0,0,VMC,Landing,Probable Cause,07-02-1983
20020917X02265,Accident,LAX82FA072,1982-02-07,"6 NM NORTH OF S, AZ",United States,,,,,Fatal(4),Destroyed,Airplane,N731NQ,Cessna,P210N,No,1,Reciprocating,Part 91: General Aviation,,Unknown,,4,0,0,0,IMC,Cruise,Probable Cause,07-02-1983
20020917X02625,Accident,SEA82FYM09,1982-02-07,"AURORA, OR",United States,,,3S2,AURORA,Non-Fatal,Substantial,Airplane,N4660W,Rockwell Comdr,112TCA,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,1,0,0,VMC,Takeoff,Probable Cause,07-02-1983
20020917X02584,Accident,SEA82DA027,1982-02-07,"PROSSER, WA",United States,,,S40,GEORGE O. BEARDSLEY FIELD,Non-Fatal,Substantial,Airplane,N8280W,Piper,PA-28-180,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,07-02-1983
20020917X02495,Accident,NYC82DA033,1982-02-07,"MARTHAS VINEYARD, MA",United States,,,,MARTHAS VINEYARD,Non-Fatal,Substantial,Airplane,N41694,Bellanca,7KCAB,No,1,Reciprocating,Part 91: General Aviation,,Personal,,,,,2,VMC,Landing,Probable Cause,05-05-2011
20020917X02493,Accident,NYC82DA031,1982-02-07,"WRIGHTSTOWN, NJ",United States,,,,MCGUIRE AFB,Non-Fatal,Substantial,Airplane,N738QM,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,5,VMC,Landing,Probable Cause,07-02-1983
20020917X02434,Accident,MKC82DA029,1982-02-07,"CAPE GIRARDEAU, MO",United States,,,CGI,CAPE GIRARDEAU MUNICIPAL,Non-Fatal,Substantial,Airplane,N5272B,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,07-02-1983
20020917X02433,Accident,MKC82DA028,1982-02-07,"WASHINGTON, IA",United States,,,C61,WASHINGTON MUNICIPAL,Non-Fatal,Substantial,Airplane,N2501N,Piper,PA-38,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,07-02-1983
20020917X02009,Accident,FTW82DA056,1982-02-07,"ARTESIA, NM",United States,,,ATS,ARTESIA MUNICIPAL,Non-Fatal,Substantial,Airplane,N33281,Cessna,177RG,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,2,VMC,Taxi,Probable Cause,07-02-1983
20020917X01792,Accident,CHI82DA041,1982-02-07,"BENTON HARBOR, MI",United States,,,BEH,ROSS FIELD,Non-Fatal,Substantial,Airplane,N9893J,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,07-02-1983
20020917X01791,Accident,CHI82DA040,1982-02-07,"CANTON, MI",United States,,,,,Non-Fatal,Substantial,Airplane,N46733,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Cruise,Probable Cause,07-02-1983
20020917X01789,Accident,CHI82DA038,1982-02-07,"GREENCASTLE, IN",United States,,,4I7,PUTNAM COUNTY,Non-Fatal,Substantial,Airplane,N7804U,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,07-02-1983
20020917X02263,Accident,LAX82FA070,1982-02-08,"SANTA YSABEL, CA",United States,,,,,Fatal(1),Destroyed,Airplane,N733ZR,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,08-02-1983
20020917X01667,Accident,ATL82DA049,1982-02-08,"BROWNSVILLE, KY",United States,,,,MEREDITH,Non-Fatal,Destroyed,Airplane,N13165,Cessna,C-172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,0,VMC,Climb,Probable Cause,08-02-1983
20020917X02129,Accident,FTW82FQD09,1982-02-08,"SANDERSON, TX",United States,,,,PRIVATE STRIP,Fatal(1),Substantial,Airplane,N2887Z,Piper,PA-18A-150,No,1,Reciprocating,Part 91: General Aviation,,Business,,1,0,0,0,VMC,Takeoff,Probable Cause,08-02-1983
20020917X01879,Accident,CHI82DEE13,1982-02-08,"LANSING, IL",United States,,,,LANSING MUNI,Non-Fatal,Substantial,Airplane,N65619,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,08-02-1983
20020917X01794,Accident,CHI82DA043,1982-02-08,"MATTOON, IL",United States,,,MTO,COLES COUNTY,Non-Fatal,Substantial,Airplane,N8282Z,Piper,PA-28R-201,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,IMC,Landing,Probable Cause,08-02-1983
20020917X01793,Accident,CHI82DA042,1982-02-08,"VALPARAISO, IN",United States,,,VPZ,PORTER COUNTY,Non-Fatal,Substantial,Airplane,N2203B,Piper,PA-28-161,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,1,0,VMC,Landing,Probable Cause,08-02-1983
20020917X01754,Accident,ATL82FKW04,1982-02-08,"NASHVILLE, TN",United States,,,,,Non-Fatal,Substantial,Airplane,N9479M,Cessna,182P,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,0,VMC,Approach,Probable Cause,08-02-1983
20020917X01668,Accident,ATL82DA050,1982-02-08,"STATESBORO, GA",United States,,,,DAVIS AIRPARK,Non-Fatal,Substantial,Airplane,N89047,Cessna,140,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,08-02-1983
20020917X01666,Accident,ATL82DA048,1982-02-08,"NASHVILLE, TN",United States,,,,NASHVILLE METRO,Non-Fatal,Substantial,Airplane,N60427,Beech,C-23,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,08-02-1983
20020917X02175,Accident,LAX82DA068,1982-02-09,"HICKMAN, CA",United States,,,,,Non-Fatal,Destroyed,Airplane,N2562K,Piper,PA-38-112,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,09-02-1983
20020917X02143,Accident,FTW82FRG22,1982-02-09,"CIBOLO, TX",United States,,,15R,KARDYS,Fatal(1),Destroyed,Airplane,N7148N,Beech,V35A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,09-02-1983
20020917X01769,Incident,ATL82IA051,1982-02-09,"BIRMINGHAM, AL",United States,,,,BIRMINGHAM MUNI,Incident,,Airplane,N205SG,Beech,200,No,2,Turbo Prop,Part 91: General Aviation,,Executive/corporate,,0,0,0,10,IMC,Takeoff,Probable Cause,09-02-1983
20020917X02174,Accident,LAX82DA066,1982-02-09,"CARLSBAD, CA",United States,,,CRQ,CARLSBAD AIRPORT,Non-Fatal,Substantial,Airplane,N69DH,Cessna,310R,No,2,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,2,VMC,Takeoff,Probable Cause,09-02-1983
20020917X01795,Accident,CHI82DA044,1982-02-09,"ANOKA, MN",United States,,,Y25,GATEWAY NORTH INDUSTRIAL,Non-Fatal,Substantial,Airplane,N12562,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,09-02-1983
20020917X01743,Accident,ATL82FID06,1982-02-09,"NEWPORT NEWS, VA",United States,,,PHF,NEWPORT NEWS,Non-Fatal,Substantial,Airplane,N5218J,Cessna,402B,No,2,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,IMC,Go-around,Probable Cause,09-02-1983
20020917X01627,Accident,ANC82DA018,1982-02-09,"FORT YUKON, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N8456Q,Cessna,185,No,1,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Wright Air Service,0,0,0,2,VMC,Taxi,Probable Cause,09-02-1983
20020917X02416,Accident,MIA82FLD16,1982-02-10,"LAKE WALES, FL",United States,,,,LAKE WALES,Non-Fatal,Destroyed,Airplane,N5207J,Cessna,310,No,2,Reciprocating,Part 91: General Aviation,,Personal,,0,2,0,0,VMC,Approach,Probable Cause,10-02-1983
20020917X02262,Accident,LAX82FA069,1982-02-10,"TWENTYNINE PALM, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N200WJ,Beech,95-C55,No,2,Reciprocating,Part 91: General Aviation,,Business,,2,0,0,0,IMC,Cruise,Probable Cause,10-02-1983
20020917X02494,Accident,NYC82DA032,1982-02-10,"PLYMOUTH, MA",United States,,,PYM,PLYMOUTH COUNTY,Non-Fatal,Substantial,Airplane,N84330,Cessna,172K,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,10-02-1983
20020917X01924,Accident,DEN82DA030,1982-02-10,"SPANISH FORK, UT",United States,,,,SPANISH FORK,Non-Fatal,Substantial,Airplane,N5439J,Cessna,421B,No,2,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,2,VMC,Landing,Probable Cause,10-02-1983
20020917X01725,Accident,ATL82FA052,1982-02-10,"JESSUP, GA",United States,,,,WAYNE COUNTY,Non-Fatal,Substantial,Airplane,N8299F,Cessna,401,No,2,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,5,VMC,Cruise,Probable Cause,10-02-1983
20020917X01796,Accident,CHI82DA045,1982-02-10,"URBANA, IL",United States,,,,RESTRICTED HELIPORT,Non-Fatal,Substantial,Helicopter,N2256G,Sikorsky,UH-19B,No,1,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,2,VMC,Landing,Probable Cause,10-02-1983
20020917X02403,Accident,MIA82FA045,1982-02-11,"MIAMI, FL",United States,,,,,Fatal(2),Destroyed,Airplane,N24CC,Cessna,421,No,2,Reciprocating,Part 91: General Aviation,,Unknown,,2,0,0,0,IMC,Cruise,Probable Cause,11-02-1983
20020917X02243,Accident,LAX82DVA12,1982-02-11,"VALLEY HOME, CA",United States,,,,TREMBLE RANCH,Non-Fatal,Destroyed,Airplane,N6659Q,Grumman,G-164B,No,1,Reciprocating,Part 137: Agricultural,UNK,Aerial Application,,0,0,0,1,VMC,Takeoff,Probable Cause,11-02-1983
20020917X02435,Accident,MKC82DA030,1982-02-11,"CHESTERFIELD, MO",United States,,,,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,Airplane,N757YE,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,11-02-1983
20020917X02136,Accident,FTW82FRA16,1982-02-11,"BRENHAM, TX",United States,,,,BRENHAM MUNICIPAL,Fatal(1),Substantial,Airplane,N6894L,Piper,PA-60-602P,,2,Reciprocating,Part 91: General Aviation,,Personal,,1,,,,VMC,Takeoff,Probable Cause,30-10-2017
20020917X02571,Incident,NYC82IA036,1982-02-12,"JAMAICA, NY",United States,,,,,Incident,,Airplane,N80701,De Havilland,DHC-6-100,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Newair Flight, Inc.",0,0,0,7,VMC,Cruise,Probable Cause,12-02-1983
20020917X01896,Accident,CHI82FEG02,1982-02-12,"PLEASANT HILL, OH",United States,,,,,Non-Fatal,Destroyed,Airplane,N5266P,Piper,PA-24-250,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,4,0,0,VMC,Cruise,Probable Cause,12-02-1983
20020917X02345,Accident,MIA82DA046,1982-02-12,"FT. LAUDERDALE, FL",United States,,,FLL,FT. LAUDERDALE INTL,Non-Fatal,Substantial,Airplane,N1515V,Howard Aircraft Corp.,500,No,2,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Takeoff,Probable Cause,12-02-1983
20020917X01804,Accident,CHI82DA054,1982-02-12,"ELYRIA, OH",United States,,,22G,LORAIN COUNTY REGIONAL,Non-Fatal,Substantial,Airplane,N49952,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,1,0,VMC,Landing,Probable Cause,12-02-1983
20020917X02269,Accident,LAX82FA078,1982-02-13,"HOLLISTER, CA",United States,,,,,Fatal(4),Destroyed,Airplane,N99WM,Cessna,172K,No,1,Reciprocating,Part 91: General Aviation,,Personal,,4,0,0,0,IMC,Cruise,Probable Cause,13-02-1983
20020917X02267,Accident,LAX82FA074,1982-02-13,"NEAR SONOMA, CA",United States,,,,,Fatal(1),Destroyed,Airplane,N8455Y,Piper,PA-34,No,2,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,IMC,Cruise,Probable Cause,13-02-1983
20020917X02266,Accident,LAX82FA073,1982-02-13,"NEAR LOS BANOS, CA",United States,,,,,Fatal(2),Destroyed,Airplane,N1433J,Rockwell,112A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,IMC,Cruise,Probable Cause,13-02-1983
20020917X02264,Accident,LAX82FA071,1982-02-13,"GILROY, CA",United States,,,,,Fatal(4),Destroyed,Airplane,N8385D,Beech,J35,No,1,Reciprocating,Part 91: General Aviation,,Personal,,4,0,0,0,VMC,Cruise,Probable Cause,13-02-1983
20020917X02442,Accident,MKC82DA037,1982-02-13,"GRAIN VALLEY, MO",United States,,,3GV,EAST KANSAS CITY,Non-Fatal,Substantial,Airplane,N7947Z,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Taxi,Probable Cause,13-02-1983
20020917X02439,Accident,MKC82DA034,1982-02-13,"MOBERLY, MO",United States,,,MBY,BRADLEY,Non-Fatal,Substantial,Airplane,N4822B,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,13-02-1983
20020917X02347,Accident,MIA82DA048,1982-02-13,"PENSACOLA, FL",United States,,,82J,FERGUSON,Non-Fatal,Substantial,Airplane,N82004,Aeronca,7AC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,1,VMC,Landing,Probable Cause,13-02-1983
20020917X02010,Accident,FTW82DA057,1982-02-13,"NAVAJO DAM, NM",United States,,,IVO,NAVAJO STATE PARK,Non-Fatal,Substantial,Airplane,N8862B,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,13-02-1983
20020917X01929,Accident,DEN82DA036,1982-02-13,"PLENTYWOOD, MT",United States,,,,,Non-Fatal,Substantial,Airplane,N4380Z,Piper,PA-18,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,1,UNK,Unknown,Probable Cause,13-02-1983
20020917X01797,Accident,CHI82DA046,1982-02-13,"ALTAMONT, IL",United States,,,,,Non-Fatal,Substantial,Airplane,N9447U,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,0,VMC,Cruise,Probable Cause,13-02-1983
20020917X02566,Accident,NYC82FNC04,1982-02-14,"NEW GLOUCESTER, ME",United States,,,,,Fatal(1),Destroyed,Airplane,N4393C,Aeronca,7EC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,Maneuvering,Probable Cause,14-02-1983
20020917X02329,Accident,LAX82FXQ04,1982-02-14,"QUINCY, CA",United States,,,,,Fatal(1),Destroyed,Helicopter,N2240H,Bell,214B-1,No,1,Turbo Shaft,Part 133: Rotorcraft Ext. Load,UNK,Unknown,,1,1,0,0,VMC,Other,Probable Cause,14-02-1983
20020917X02237,Accident,LAX82DUG06,1982-02-14,"DAGGETT, CA",United States,,,,,Non-Fatal,Destroyed,Airplane,N4539U,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,2,0,0,VMC,Descent,Probable Cause,14-02-1983
20020917X02011,Accident,FTW82DA058,1982-02-14,"CLEVELAND, TX",United States,,,GR3,CLEVELAND,Non-Fatal,Destroyed,Airplane,N5101B,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,14-02-1983
20020917X02496,Accident,NYC82DA034,1982-02-14,"FACTORYVILLE, PA",United States,,,,SEAMANS,Non-Fatal,Substantial,Airplane,N14908,Bellanca,17-30A,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Approach,Probable Cause,14-02-1983
20020917X02436,Accident,MKC82DA031,1982-02-14,"CHESTERFIELD, MO",United States,,,,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,Airplane,N18102,Cessna,150,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,14-02-1983
20020917X02353,Accident,MIA82DA057,1982-02-14,"MIAMI, FL",United States,,,,,Non-Fatal,Substantial,Airplane,N98367,Piper,PA-28-140,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Takeoff,Probable Cause,14-02-1983
20020917X01805,Accident,CHI82DA055,1982-02-14,"LEBANON, IN",United States,,,6I4,BOONE COUNTY,Non-Fatal,Substantial,Airplane,N24007,Piper,PA-38-112,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,2,VMC,Approach,Probable Cause,14-02-1983
20020917X01803,Accident,CHI82DA053,1982-02-14,"DWIGHT, IL",United States,,,DTG,DWIGHT,Non-Fatal,Substantial,Airplane,N8252V,Piper,PA-28-161,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,14-02-1983
20020917X01799,Accident,CHI82DA049,1982-02-14,"LAMBERTVILLE, MI",United States,,,5G9,TOLEDO SUBURBAN,Non-Fatal,Substantial,Airplane,N5543J,Cessna,172N,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,14-02-1983
20020917X01760,Accident,ATL82FLJ04,1982-02-14,"JACKSONVILLE, NC",United States,,,,PINEY GREEN,Fatal(2),Substantial,Airplane,N37768,Porterfield,CP-65,No,1,Reciprocating,Part 91: General Aviation,,Personal,,2,0,0,0,VMC,Takeoff,Probable Cause,14-02-1983
20020917X01670,Accident,ATL82DA056,1982-02-14,"RIDGELAND, SC",United States,,,3J1,RIDGELAND MUNICIPAL,Non-Fatal,Substantial,Airplane,N2552U,Piper,PA-28-161,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,4,VMC,Landing,Probable Cause,14-02-1983
20020917X02336,Incident,LAX82IA075,1982-02-15,"ONTARIO, CA",United States,,,ONT,ONTARIO INTERNATIONAL,Incident,Minor,Airplane,N73717,Boeing,B737-2H4,No,2,Turbo Jet,Part 121: Air Carrier,SCHD,Unknown,Aircal,0,0,0,119,IMC,Approach,Probable Cause,15-02-1983
20020917X02012,Accident,FTW82DA059,1982-02-15,"FARMERVILLE, LA",United States,,,,,Non-Fatal,Destroyed,Airplane,N6822T,Cessna,310D,No,2,Reciprocating,Part 91: General Aviation,,Unknown,,0,0,0,2,VMC,Takeoff,Probable Cause,15-02-1983
20020917X01884,Accident,CHI82FA048,1982-02-15,"CORYDON, IN",United States,,,,,Fatal(1),Destroyed,Airplane,N1108P,Piper,PA-23,No,2,Reciprocating,Part 91: General Aviation,,Ferry,,1,0,0,0,VMC,Cruise,Probable Cause,15-02-1983
20020917X02497,Accident,NYC82DA035,1982-02-15,"SCHROON LAKE, NY",United States,,,,SCHROON LAKE,Non-Fatal,Substantial,Airplane,N201UM,Mooney,M20J,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,15-02-1983
20020917X02438,Accident,MKC82DA033,1982-02-15,"DES MOINES, IA",United States,,,DSM,DES MOINES MUNI,Non-Fatal,Substantial,Airplane,N44710,Piper,PA-28-151,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,IMC,Descent,Probable Cause,15-02-1983
20020917X02437,Accident,MKC82DA032,1982-02-15,"CHESTERFIELD, MO",United States,,,,SPIRIT OF ST. LOUIS,Non-Fatal,Substantial,Airplane,N24311,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Takeoff,Probable Cause,15-02-1983
20020917X01802,Accident,CHI82DA052,1982-02-15,"MONEE, IL",United States,,,C56,SANGER,Non-Fatal,Substantial,Airplane,N56979,Piper,PA-28-151,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Takeoff,Probable Cause,15-02-1983
20020917X01801,Accident,CHI82DA051,1982-02-15,"FORT WAYNE, IN",United States,,,FWA,FORT WAYNE MUNI.,Non-Fatal,Substantial,Airplane,N757FX,Cessna,152(II),No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Landing,Probable Cause,15-02-1983
20020917X01798,Accident,CHI82DA047,1982-02-15,"OTTAWA, OH",United States,,,OH25,PUTNAM COUNTY,Non-Fatal,Substantial,Airplane,N3859B,Beech,35,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,0,1,VMC,Approach,Probable Cause,15-02-1983
20020917X01726,Accident,ATL82FA054,1982-02-15,"HAGERSTOWN, MD",United States,,,HGR,WASHINGTON CTY. REGIONAL,Non-Fatal,Substantial,Airplane,N3893T,Piper,PA-28R-180,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,1,2,0,IMC,Landing,Probable Cause,15-02-1983
20020917X01718,Accident,ATL82DLJ05,1982-02-15,"FAYETTEVILLE, NC",United States,,,,I-95 SOUTH,Non-Fatal,Substantial,Airplane,N63536,Cessna,150M,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,1,1,VMC,Approach,Probable Cause,15-02-1983
20020917X01669,Accident,ATL82DA053,1982-02-15,"STEVENSVILLE, MD",United States,,,W29,BAY BRIDGE INDUSTRIAL,Non-Fatal,Substantial,Airplane,N53899,Bellanca,8GCBC,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,1,0,VMC,Landing,Probable Cause,15-02-1983
20020917X01800,Accident,CHI82DA050,1982-02-15,"EAST SAINT LOUI, IL",United States,,,CPS,BI-STATE PARKS,Non-Fatal,Substantial,Airplane,N7511L,Piper,PA-31-310,No,2,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Ira D. Farrington,0,0,0,2,VMC,Landing,Probable Cause,15-02-1983
20020917X02346,Accident,MIA82DA047,1982-02-15,SAN JUAN,Puerto Rico,,,SJU,SAN JUAN INTL,Non-Fatal,Substantial,Airplane,N21732,Cessna,172,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,15-02-1983
20020917X01727,Accident,ATL82FA055,1982-02-16,"SPRINGFIELD, KY",United States,,,6I2,LEBANON-SPRINGFIELD,Fatal(8),Destroyed,Airplane,N2517X,Piper,PA-31T2,No,2,Turbo Prop,Part 91: General Aviation,,Business,,8,0,0,0,IMC,Approach,Probable Cause,16-02-1983
20020917X01807,Accident,CHI82DA057,1982-02-16,"COLUMBUS, OH",United States,,,CMH,PORT COLUMBUS,Non-Fatal,Substantial,Airplane,N3DS,Beech,90,No,2,Turbo Prop,Part 91: General Aviation,,Personal,,0,0,0,4,IMC,Cruise,Probable Cause,16-02-1983
20020917X01911,Accident,DCA82AA015,1982-02-16,"KING SALMON, AK",United States,,,,,Non-Fatal,Substantial,Airplane,N169RV,Nihon,YS-11A,No,2,Turbo Prop,Part 121: Air Carrier,SCHD,Unknown,Reeve Aleutian,0,0,3,36,VMC,Approach,Probable Cause,16-02-1983
20020917X02360,Accident,MIA82DA065,1982-02-17,"OPA LOCKA, FL",United States,,,OPF,OPA LOCKA,Non-Fatal,Destroyed,Airplane,N757TY,Cessna,152,No,1,Reciprocating,Part 91: General Aviation,,Instructional,,0,0,0,1,VMC,Taxi,Probable Cause,17-02-1983
20020917X02176,Accident,LAX82DA076,1982-02-17,"SAN LUIS OBISPO, CA",United States,,,SBP,SAN LUIS OBISPO,Non-Fatal,Substantial,Airplane,N6585H,Cessna,172M,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,2,VMC,Landing,Probable Cause,17-02-1983
20020917X02125,Accident,FTW82FQA13,1982-02-17,"TOADLENA, NM",United States,,,,,Non-Fatal,Substantial,Airplane,N29665,Piper,PA-28RT-201T,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,1,0,0,IMC,Descent,Probable Cause,17-02-1983
20020917X02013,Accident,FTW82DA060,1982-02-17,"HENDERSON, TX",United States,,,,RUSK COUNTY AIRPORT,Non-Fatal,Substantial,Airplane,N53769,Bellanca,7ECA,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Approach,Probable Cause,17-02-1983
20020917X01928,Accident,DEN82DA035,1982-02-17,"7 MILES N. OF S, CO",United States,,,,,Non-Fatal,Substantial,Airplane,N33NF,Cessna,177RG,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,1,VMC,Landing,Probable Cause,17-02-1983
20020917X01927,Accident,DEN82DA033,1982-02-17,"RAPID CITY, SD",United States,,,SD03,PETE LEIN FIELD,Non-Fatal,Substantial,Airplane,N5314A,Cessna,210,No,1,Reciprocating,Part 91: General Aviation,,Personal,,0,0,0,3,VMC,Landing,Probable Cause,17-02-1983
20020917X01926,Accident,DEN82DA032,1982-02-17,"BLANDING, UT",United States,,,BDG,BLANDING CITY MUNICIPAL,Non-Fatal,Substantial,Airplane,N4814K,Cessna,210,No,1,Reciprocating,Part 91: General Aviation,,Business,,0,0,2,0,IMC,Approach,Probable Cause,17-02-1983
20020917X02404,Accident,MIA82FA051,1982-02-17,"MIAMI, FL",United States,,,MIA,MIAMI INTERNATIONAL,Non-Fatal,Substantial,,N4734,Boeing,727-235,No,3,Turbo Fan,,SCHD,Unknown,"Pan American World Airways, In",0,1,1,51,VMC,Takeoff,Probable Cause,17-02-1983
20020917X01968,Accident,DEN82FA034,1982-02-17,"MITCHELL, SD",United States,,,MHE,MITCHELL MUNICIPAL,Non-Fatal,Substantial,Airplane,N5799Y,Piper,PA-23,No,2,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,Unknown,Four Lakes Aviation Corp,0,0,0,6,IMC,Approach,Probable Cause,17-02-1983
20020917X02630,Incident,SEA82IA029,1982-02-18,"BOISE, ID",United States,,,BOI,BOISE AIR TERMINAL,Incident,Minor,Airplane,N101RA,Embraer,EMB-11OP1,No,2,Turbo Prop,Part 135: Air Taxi & Commuter,SCHD,Unknown,"Cascade Airways, Inc.",0,0,0,16,VMC,Takeoff,Probable Cause,18-02-1983
20020917X01987,Accident,DEN82FTM09,1982-02-18,"ST. GEORGE, UT",United States,,,,,Fatal(1),Destroyed,Airplane,N4295S,Beech,A36,No,1,Reciprocating,Part 91: General Aviation,,Personal,,1,0,0,0,VMC,Cruise,Probable Cause,18-02-1983
